"2019/02/15 Statistics of Order Book & Trade per 5 Seconds"
"Time","Acc. Bid Orders","Acc. Bid Volume","Acc. Ask Orders","Acc. Ask Volume","Acc. Transaction","Acc. Trade Volume","Acc. Trade Value (NT$M)",
"12:15:55","4,167,981","22,385,510","5,054,140","11,069,948","776,670","3,553,597","83,316",
"12:16:00","4,168,918","22,379,077","5,055,304","11,061,411","776,797","3,554,161","83,326",
"12:16:05","4,169,671","22,381,217","5,056,374","11,074,720","776,953","3,554,507","83,342",
"12:16:10","4,170,585","22,406,882","5,057,692","11,068,538","777,164","3,554,984","83,357",
"12:16:15","4,171,321","22,412,306","5,058,881","11,085,415","777,322","3,555,314","83,372",
"12:16:20","4,172,173","22,410,475","5,060,117","11,078,808","777,509","3,556,153","83,389",
"12:16:25","4,173,166","22,412,939","5,061,273","11,066,437","777,690","3,556,786","83,412",
"12:16:30","4,174,054","22,396,810","5,062,552","11,060,660","777,848","3,557,307","83,429",
"12:16:35","4,174,970","22,399,595","5,063,823","11,076,568","778,025","3,557,745","83,445",
"12:16:40","4,175,603","22,327,311","5,064,920","11,044,193","778,220","3,558,256","83,461",
"12:16:45","4,176,600","22,325,174","5,066,217","11,053,252","778,379","3,558,744","83,475",
"12:16:50","4,177,318","22,402,919","5,067,404","11,076,902","778,523","3,559,077","83,486",
"12:16:55","4,177,917","22,406,718","5,068,330","11,065,371","778,714","3,559,617","83,500",
"12:17:00","4,178,540","22,419,784","5,069,351","11,072,623","778,895","3,559,986","83,521",
"12:17:05","4,179,256","22,397,502","5,070,348","11,065,928","779,085","3,560,492","83,538",
"12:17:10","4,180,203","22,373,292","5,071,977","11,041,399","779,254","3,561,195","83,554",
"12:17:15","4,180,846","22,368,376","5,073,257","11,059,185","779,386","3,561,673","83,563",
"12:17:20","4,181,939","22,350,175","5,074,482","11,043,031","779,703","3,564,786","83,595",
"12:17:25","4,183,055","22,373,467","5,075,923","11,052,455","779,874","3,565,168","83,609",
"12:17:30","4,183,808","22,388,800","5,077,084","11,056,642","780,029","3,565,754","83,623",
"12:17:35","4,184,687","22,429,089","5,078,280","11,083,422","780,205","3,566,397","83,636",
"12:17:40","4,185,383","22,430,071","5,079,284","11,080,611","780,361","3,566,855","83,655",
"12:17:45","4,186,665","22,413,938","5,080,828","11,069,826","780,534","3,567,432","83,672",
"12:17:50","4,187,517","22,420,610","5,082,026","11,072,926","780,727","3,568,000","83,685",
"12:17:55","4,187,973","22,421,416","5,082,875","11,075,900","780,893","3,568,510","83,699",
"12:18:00","4,188,530","22,421,608","5,084,118","11,075,247","781,044","3,568,915","83,711",
"12:18:05","4,189,263","22,419,456","5,085,462","11,078,771","781,208","3,569,240","83,724",
"12:18:10","4,190,053","22,427,265","5,086,579","11,063,806","781,374","3,569,718","83,742",
"12:18:15","4,190,935","22,420,255","5,087,965","11,077,116","781,497","3,570,147","83,756",
"12:18:20","4,191,392","22,439,787","5,088,786","11,074,817","781,659","3,570,737","83,768",
"12:18:25","4,192,351","22,430,810","5,090,220","11,079,352","781,844","3,571,208","83,783",
"12:18:30","4,192,824","22,436,826","5,091,085","11,084,099","782,005","3,571,706","83,797",
"12:18:35","4,193,318","22,438,281","5,091,924","11,076,694","782,172","3,572,103","83,809",
"12:18:40","4,194,528","22,408,165","5,093,558","11,071,395","782,318","3,572,429","83,823",
"12:18:45","4,195,233","22,421,885","5,095,010","11,078,098","782,458","3,572,768","83,834",
"12:18:50","4,196,048","22,428,271","5,096,225","11,074,879","782,627","3,573,627","83,852",
"12:18:55","4,196,891","22,422,985","5,097,381","11,087,325","782,749","3,574,130","83,869",
"12:19:00","4,197,490","22,419,369","5,098,414","11,082,814","782,899","3,574,445","83,881",
"12:19:05","4,198,223","22,422,739","5,099,659","11,076,065","783,042","3,575,406","83,898",
"12:19:10","4,199,096","22,430,884","5,100,701","11,073,301","783,221","3,575,879","83,915",
"12:19:15","4,199,703","22,430,898","5,101,602","11,080,397","783,400","3,576,243","83,930",
"12:19:20","4,200,582","22,424,485","5,102,750","11,084,195","783,527","3,576,576","83,942",
"12:19:25","4,201,403","22,432,769","5,103,879","11,083,884","783,680","3,577,148","83,957",
"12:19:30","4,201,975","22,428,757","5,105,007","11,066,242","783,874","3,578,594","83,972",
"12:19:35","4,202,461","22,433,586","5,105,981","11,091,736","784,048","3,581,352","83,988",
"12:19:40","4,203,064","22,408,368","5,107,091","11,090,436","784,251","3,583,339","84,006",
"12:19:45","4,203,804","22,415,785","5,108,181","11,087,443","784,438","3,584,644","84,031",
"12:19:50","4,204,333","22,405,805","5,109,146","11,075,152","784,577","3,585,611","84,052",
"12:19:55","4,205,238","22,375,101","5,110,533","11,078,878","784,702","3,586,073","84,067",
"12:20:00","4,205,907","22,416,359","5,111,647","11,073,666","784,902","3,586,654","84,087",
"12:20:05","4,206,746","22,414,569","5,112,876","11,071,668","785,102","3,587,112","84,104",
"12:20:10","4,207,624","22,426,837","5,114,206","11,096,989","785,354","3,588,789","84,136",
"12:20:15","4,208,278","22,447,425","5,115,183","11,104,137","785,518","3,589,375","84,157",
"12:20:20","4,208,843","22,442,139","5,116,139","11,094,378","785,737","3,590,376","84,175",
"12:20:25","4,209,415","22,439,023","5,117,204","11,109,895","785,905","3,590,991","84,192",
"12:20:30","4,210,285","22,441,260","5,118,445","11,108,437","786,075","3,591,440","84,206",
"12:20:35","4,210,897","22,447,702","5,119,412","11,105,525","786,223","3,591,937","84,219",
"12:20:40","4,211,461","22,449,201","5,120,323","11,113,544","786,378","3,592,518","84,235",
"12:20:45","4,212,300","22,379,255","5,121,440","11,093,188","786,576","3,593,485","84,258",
"12:20:50","4,213,225","22,445,066","5,122,603","11,114,518","786,720","3,593,859","84,272",
"12:20:55","4,213,794","22,450,833","5,123,535","11,109,354","786,876","3,594,596","84,287",
"12:21:00","4,214,511","22,454,121","5,124,543","11,104,521","787,005","3,595,144","84,299",
"12:21:05","4,215,492","22,450,625","5,125,893","11,100,083","787,218","3,596,709","84,321",
"12:21:10","4,216,047","22,452,622","5,126,837","11,113,384","787,444","3,597,578","84,345",
"12:21:15","4,217,153","22,452,495","5,128,507","11,110,343","787,627","3,598,387","84,360",
"12:21:20","4,218,005","22,465,309","5,129,744","11,106,981","787,784","3,599,325","84,376",
"12:21:25","4,218,567","22,468,427","5,130,683","11,104,335","787,927","3,599,825","84,387",
"12:21:30","4,219,163","22,463,411","5,131,780","11,096,599","788,058","3,600,853","84,400",
"12:21:35","4,219,985","22,460,855","5,133,171","11,110,553","788,237","3,601,259","84,413",
"12:21:40","4,221,218","22,443,452","5,134,736","11,091,589","788,468","3,603,338","84,434",
"12:21:45","4,222,131","22,449,599","5,135,963","11,107,111","788,675","3,603,778","84,450",
"12:21:50","4,222,841","22,455,839","5,137,077","11,110,305","788,811","3,604,264","84,460",
"12:21:55","4,223,604","22,450,087","5,138,324","11,107,102","789,014","3,604,973","84,475",
"12:22:00","4,224,250","22,449,474","5,139,262","11,100,444","789,147","3,605,250","84,486",
"12:22:05","4,225,055","22,446,869","5,140,678","11,098,783","789,357","3,606,229","84,509",
"12:22:10","4,225,640","22,467,730","5,141,763","11,113,137","789,557","3,606,955","84,531",
"12:22:15","4,226,232","22,469,176","5,142,771","11,108,479","789,701","3,607,321","84,546",
"12:22:20","4,226,887","22,456,462","5,143,756","11,114,503","789,839","3,607,948","84,560",
"12:22:25","4,227,584","22,441,529","5,144,849","11,107,070","790,009","3,608,372","84,578",
"12:22:30","4,228,272","22,458,262","5,145,976","11,118,381","790,148","3,608,851","84,592",
"12:22:35","4,228,768","22,457,489","5,146,796","11,123,194","790,321","3,609,279","84,604",
"12:22:40","4,229,368","22,455,281","5,147,684","11,105,275","790,479","3,609,761","84,616",
"12:22:45","4,230,012","22,449,317","5,148,742","11,118,392","790,629","3,610,080","84,628",
"12:22:50","4,230,767","22,449,478","5,149,848","11,115,016","790,780","3,610,578","84,642",
"12:22:55","4,231,359","22,453,730","5,150,918","11,132,594","790,928","3,611,061","84,655",
"12:23:00","4,232,075","22,433,846","5,152,207","11,115,962","791,103","3,611,723","84,670",
"12:23:05","4,232,655","22,444,849","5,153,177","11,124,796","791,322","3,612,280","84,687",
"12:23:10","4,233,520","22,432,982","5,154,350","11,114,435","791,493","3,612,637","84,699",
"12:23:15","4,234,324","22,451,164","5,155,485","11,127,029","791,639","3,613,343","84,715",
"12:23:20","4,234,737","22,464,183","5,156,284","11,125,429","791,777","3,613,843","84,727",
"12:23:25","4,235,170","22,473,386","5,157,091","11,124,232","791,956","3,614,354","84,746",
"12:23:30","4,235,695","22,478,398","5,158,018","11,135,760","792,126","3,615,085","84,758",
"12:23:35","4,236,307","22,477,336","5,159,072","11,128,652","792,259","3,615,475","84,771",
"12:23:40","4,236,739","22,484,988","5,159,966","11,147,084","792,445","3,615,965","84,788",
"12:23:45","4,237,602","22,484,097","5,160,983","11,126,728","792,650","3,617,354","84,804",
"12:23:50","4,238,369","22,477,304","5,162,629","11,136,150","792,828","3,617,919","84,832",
"12:23:55","4,238,900","22,478,718","5,163,556","11,124,723","792,977","3,618,382","84,846",
"12:24:00","4,239,895","22,477,743","5,164,960","11,129,039","793,177","3,619,068","84,863",
"12:24:05","4,240,458","22,478,795","5,165,897","11,124,720","793,361","3,619,558","84,879",
"12:24:10","4,241,173","22,473,773","5,167,074","11,137,290","793,512","3,619,951","84,901",
"12:24:15","4,242,155","22,493,912","5,168,179","11,132,492","793,648","3,620,217","84,912",
"12:24:20","4,242,737","22,493,419","5,169,142","11,133,790","793,830","3,620,826","84,939",
"12:24:25","4,243,400","22,489,646","5,170,340","11,129,955","794,010","3,622,923","84,964",
"12:24:30","4,244,132","22,487,493","5,171,526","11,149,117","794,225","3,623,836","84,988",
"12:24:35","4,244,642","22,496,868","5,172,393","11,138,333","794,361","3,624,171","85,001",
"12:24:40","4,245,459","22,488,773","5,173,590","11,146,395","794,548","3,624,590","85,015",
"12:24:45","4,246,307","22,497,890","5,174,881","11,157,124","794,719","3,625,055","85,032",
"12:24:50","4,246,970","22,497,897","5,175,974","11,157,010","794,889","3,625,426","85,052",
"12:24:55","4,247,705","22,494,116","5,177,177","11,148,875","795,048","3,625,771","85,065",
"12:25:00","4,248,242","22,497,722","5,178,137","11,138,646","795,176","3,626,039","85,074",
"12:25:05","4,248,995","22,495,610","5,179,265","11,142,463","795,336","3,626,444","85,096",
"12:25:10","4,250,341","22,485,007","5,180,859","11,144,751","795,546","3,626,917","85,116",
"12:25:15","4,251,036","22,496,048","5,181,950","11,148,811","795,728","3,627,454","85,137",
"12:25:20","4,251,832","22,485,065","5,183,291","11,145,302","795,919","3,628,080","85,166",
"12:25:25","4,252,649","22,482,837","5,184,666","11,140,868","796,077","3,628,501","85,181",
"12:25:30","4,254,234","22,491,271","5,186,590","11,147,510","796,276","3,629,179","85,203",
"12:25:35","4,254,814","22,483,396","5,187,638","11,143,771","796,475","3,629,786","85,221",
"12:25:40","4,255,537","22,485,706","5,188,737","11,139,934","796,672","3,630,620","85,243",
"12:25:45","4,256,395","22,471,914","5,189,974","11,142,451","796,830","3,631,093","85,257",
"12:25:50","4,257,324","22,473,916","5,191,257","11,147,316","797,063","3,631,994","85,282",
"12:25:55","4,258,285","22,476,495","5,192,560","11,158,473","797,295","3,633,517","85,312",
"12:26:00","4,259,242","22,474,463","5,193,893","11,148,586","797,447","3,634,102","85,324",
"12:26:05","4,259,933","22,477,961","5,194,971","11,157,541","797,660","3,634,823","85,344",
"12:26:10","4,260,445","22,477,951","5,195,897","11,162,541","797,828","3,635,181","85,361",
"12:26:15","4,261,022","22,472,933","5,196,937","11,149,529","798,030","3,635,820","85,380",
"12:26:20","4,261,784","22,461,207","5,198,194","11,156,129","798,227","3,636,346","85,404",
"12:26:25","4,262,577","22,462,089","5,199,333","11,147,838","798,411","3,636,821","85,420",
"12:26:30","4,263,298","22,463,703","5,200,388","11,144,815","798,611","3,637,252","85,438",
"12:26:35","4,263,794","22,477,875","5,201,262","11,152,920","798,792","3,637,749","85,459",
"12:26:40","4,264,388","22,477,325","5,202,173","11,159,347","798,930","3,638,083","85,470",
"12:26:45","4,265,120","22,462,304","5,203,346","11,152,044","799,115","3,638,542","85,489",
"12:26:50","4,265,929","22,448,778","5,204,540","11,131,141","799,289","3,639,070","85,505",
"12:26:55","4,266,711","22,479,862","5,205,634","11,136,477","799,466","3,639,508","85,524",
"12:27:00","4,267,146","22,493,682","5,206,475","11,138,123","799,624","3,639,864","85,536",
"12:27:05","4,267,613","22,497,376","5,207,357","11,169,733","799,801","3,640,212","85,551",
"12:27:10","4,268,296","22,500,826","5,208,466","11,166,403","799,979","3,641,065","85,565",
"12:27:15","4,269,075","22,495,219","5,209,641","11,147,621","800,146","3,641,591","85,578",
"12:27:20","4,269,979","22,497,255","5,210,804","11,164,243","800,311","3,642,051","85,592",
"12:27:25","4,270,495","22,502,389","5,211,833","11,170,831","800,460","3,642,840","85,606",
"12:27:30","4,271,100","22,501,386","5,212,782","11,164,266","800,655","3,643,404","85,621",
"12:27:35","4,271,707","22,508,840","5,213,884","11,158,785","800,833","3,643,849","85,636",
"12:27:40","4,272,474","22,494,745","5,214,944","11,154,313","800,998","3,644,304","85,658",
"12:27:45","4,273,476","22,472,768","5,216,153","11,165,340","801,201","3,644,808","85,673",
"12:27:50","4,274,282","22,474,942","5,217,338","11,147,899","801,372","3,645,371","85,686",
"12:27:55","4,274,838","22,479,526","5,218,177","11,155,693","801,535","3,646,331","85,700",
"12:28:00","4,275,796","22,477,104","5,219,472","11,159,481","801,691","3,646,658","85,713",
"12:28:05","4,276,435","22,484,512","5,220,522","11,155,904","801,875","3,647,220","85,728",
"12:28:10","4,276,982","22,488,792","5,221,424","11,168,136","802,082","3,648,084","85,746",
"12:28:15","4,277,977","22,476,534","5,222,603","11,143,667","802,269","3,648,705","85,762",
"12:28:20","4,279,337","22,480,590","5,224,015","11,137,546","802,409","3,649,616","85,782",
"12:28:25","4,280,690","22,477,844","5,226,177","11,154,082","802,598","3,650,509","85,810",
"12:28:30","4,281,298","22,493,799","5,227,130","11,160,326","802,782","3,650,955","85,824",
"12:28:35","4,281,873","22,494,759","5,228,188","11,162,947","802,980","3,652,126","85,843",
"12:28:40","4,282,721","22,496,826","5,229,558","11,175,153","803,184","3,652,672","85,858",
"12:28:45","4,283,342","22,497,365","5,230,568","11,173,877","803,309","3,653,003","85,873",
"12:28:50","4,284,063","22,494,575","5,231,697","11,168,669","803,479","3,653,775","85,890",
"12:28:55","4,284,612","22,497,682","5,232,660","11,177,984","803,683","3,654,203","85,909",
"12:29:00","4,285,362","22,500,966","5,233,838","11,162,286","803,852","3,654,845","85,933",
"12:29:05","4,286,782","22,487,602","5,235,548","11,155,366","804,030","3,655,618","85,952",
"12:29:10","4,288,096","22,483,522","5,237,278","11,137,296","804,211","3,656,148","85,973",
"12:29:15","4,289,285","22,485,681","5,238,991","11,157,746","804,368","3,656,564","85,987",
"12:29:20","4,290,431","22,469,917","5,240,265","11,153,367","804,517","3,657,164","85,999",
"12:29:25","4,291,219","22,481,597","5,241,405","11,172,880","804,705","3,657,631","86,016",
"12:29:30","4,292,078","22,499,175","5,242,712","11,169,632","804,838","3,658,008","86,029",
"12:29:35","4,292,833","22,502,841","5,243,954","11,182,869","805,029","3,658,472","86,043",
"12:29:40","4,293,358","22,505,576","5,244,925","11,183,159","805,214","3,659,190","86,059",
"12:29:45","4,294,125","22,503,173","5,246,208","11,183,959","805,353","3,659,458","86,067",
"12:29:50","4,294,740","22,513,333","5,247,095","11,184,401","805,463","3,659,815","86,081",
"12:29:55","4,295,554","22,492,256","5,248,181","11,178,995","805,614","3,660,360","86,093",
"12:30:00","4,296,253","22,502,239","5,249,218","11,187,995","805,863","3,661,334","86,139",
"12:30:05","4,297,194","22,491,919","5,250,496","11,188,736","806,066","3,662,024","86,159",
"12:30:10","4,298,067","22,518,544","5,251,782","11,178,430","806,222","3,662,507","86,182",
"12:30:15","4,298,936","22,521,317","5,253,178","11,173,886","806,407","3,663,045","86,206",
"12:30:20","4,299,470","22,525,048","5,254,106","11,177,250","806,602","3,663,470","86,220",
"12:30:25","4,300,036","22,501,673","5,255,099","11,173,680","806,780","3,664,199","86,233",
"12:30:30","4,300,741","22,523,120","5,256,181","11,180,045","806,962","3,664,707","86,250",
"12:30:35","4,301,863","22,448,210","5,257,631","11,160,845","807,152","3,665,721","86,266",
"12:30:40","4,302,521","22,503,859","5,258,766","11,181,560","807,326","3,666,169","86,278",
"12:30:45","4,303,752","22,433,157","5,260,220","11,144,426","807,506","3,666,852","86,300",
"12:30:50","4,304,715","22,501,411","5,261,548","11,163,345","807,694","3,667,450","86,316",
"12:30:55","4,305,399","22,499,634","5,262,622","11,161,691","807,883","3,668,023","86,331",
"12:31:00","4,306,146","22,504,837","5,263,678","11,171,134","808,031","3,668,618","86,345",
"12:31:05","4,306,887","22,508,398","5,265,164","11,177,054","808,180","3,669,132","86,356",
"12:31:10","4,307,504","22,514,806","5,266,221","11,178,117","808,337","3,669,618","86,370",
"12:31:15","4,308,688","22,508,815","5,267,798","11,172,029","808,529","3,670,214","86,387",
"12:31:20","4,309,306","22,515,017","5,268,872","11,194,267","808,688","3,670,917","86,398",
"12:31:25","4,309,921","22,513,818","5,269,971","11,181,452","808,844","3,671,284","86,409",
"12:31:30","4,310,811","22,495,403","5,271,146","11,163,132","809,049","3,672,262","86,429",
"12:31:35","4,311,425","22,492,123","5,272,217","11,175,446","809,175","3,672,479","86,438",
"12:31:40","4,311,892","22,500,437","5,273,030","11,181,474","809,340","3,673,518","86,453",
"12:31:45","4,312,803","22,497,220","5,274,316","11,175,339","809,465","3,673,909","86,465",
"12:31:50","4,313,379","22,499,209","5,275,320","11,192,703","809,632","3,674,421","86,479",
"12:31:55","4,314,208","22,503,426","5,276,560","11,183,537","809,815","3,675,055","86,493",
"12:32:00","4,315,138","22,504,658","5,277,779","11,183,055","810,030","3,675,673","86,514",
"12:32:05","4,315,739","22,531,538","5,278,797","11,196,506","810,183","3,676,021","86,524",
"12:32:10","4,316,306","22,530,505","5,279,708","11,185,950","810,387","3,676,562","86,544",
"12:32:15","4,316,829","22,534,219","5,280,549","11,181,684","810,506","3,676,797","86,552",
"12:32:20","4,317,306","22,535,622","5,281,377","11,193,264","810,642","3,677,057","86,562",
"12:32:25","4,318,165","22,542,599","5,282,473","11,202,021","810,846","3,677,528","86,582",
"12:32:30","4,318,959","22,549,022","5,283,774","11,199,038","811,029","3,678,154","86,614",
"12:32:35","4,319,923","22,538,256","5,285,126","11,191,204","811,213","3,678,834","86,630",
"12:32:40","4,320,517","22,546,060","5,286,213","11,194,837","811,382","3,679,329","86,650",
"12:32:45","4,322,124","22,536,243","5,288,185","11,190,276","811,618","3,680,182","86,677",
"12:32:50","4,322,916","22,544,818","5,289,198","11,193,896","811,783","3,680,554","86,692",
"12:32:55","4,323,497","22,543,155","5,290,150","11,190,581","811,961","3,681,080","86,710",
"12:33:00","4,324,170","22,542,849","5,291,134","11,188,988","812,130","3,681,556","86,727",
"12:33:05","4,325,096","22,526,347","5,292,397","11,199,895","812,338","3,682,244","86,743",
"12:33:10","4,325,719","22,533,723","5,293,405","11,207,071","812,541","3,682,881","86,761",
"12:33:15","4,326,380","22,538,379","5,294,484","11,201,889","812,702","3,683,685","86,776",
"12:33:20","4,326,900","22,537,158","5,295,359","11,218,572","812,840","3,684,175","86,787",
"12:33:25","4,327,365","22,540,721","5,296,195","11,209,667","812,993","3,684,671","86,797",
"12:33:30","4,328,118","22,532,001","5,297,288","11,207,858","813,137","3,685,033","86,807",
"12:33:35","4,328,928","22,528,580","5,298,616","11,205,017","813,304","3,685,963","86,822",
"12:33:40","4,329,494","22,509,160","5,299,535","11,204,248","813,486","3,686,791","86,836",
"12:33:45","4,330,446","22,525,845","5,300,965","11,204,124","813,770","3,687,738","86,860",
"12:33:50","4,331,421","22,552,773","5,302,337","11,199,622","813,942","3,688,438","86,873",
"12:33:55","4,332,200","22,552,651","5,303,551","11,204,791","814,176","3,689,108","86,899",
"12:34:00","4,333,420","22,509,820","5,305,238","11,194,029","814,330","3,689,544","86,914",
"12:34:05","4,334,303","22,518,423","5,306,517","11,204,451","814,510","3,690,101","86,928",
"12:34:10","4,335,223","22,524,840","5,307,780","11,200,289","814,709","3,690,801","86,945",
"12:34:15","4,335,814","22,516,626","5,308,745","11,194,470","814,913","3,691,578","86,964",
"12:34:20","4,336,476","22,524,900","5,309,838","11,199,187","815,102","3,692,166","86,984",
"12:34:25","4,337,203","22,509,110","5,311,166","11,203,137","815,279","3,692,688","87,006",
"12:34:30","4,338,083","22,557,106","5,312,359","11,210,241","815,481","3,693,406","87,025",
"12:34:35","4,339,247","22,532,468","5,313,736","11,183,773","815,698","3,694,811","87,047",
"12:34:40","4,340,195","22,560,485","5,315,007","11,219,299","816,010","3,696,227","87,071",
"12:34:45","4,340,855","22,548,425","5,315,983","11,213,307","816,263","3,697,918","87,099",
"12:34:50","4,341,513","22,555,184","5,317,023","11,208,621","816,445","3,699,013","87,111",
"12:34:55","4,342,178","22,556,888","5,318,060","11,214,771","816,599","3,699,536","87,124",
"12:35:00","4,342,866","22,562,482","5,319,086","11,216,804","816,755","3,700,146","87,142",
"12:35:05","4,343,744","22,561,687","5,320,217","11,207,765","816,924","3,700,730","87,157",
"12:35:10","4,344,460","22,567,969","5,321,198","11,205,388","817,055","3,701,025","87,170",
"12:35:15","4,345,291","22,543,923","5,322,253","11,200,979","817,265","3,701,570","87,188",
"12:35:20","4,346,343","22,561,624","5,323,680","11,204,971","817,644","3,703,739","87,229",
"12:35:25","4,347,050","22,568,391","5,324,743","11,201,843","817,816","3,704,241","87,243",
"12:35:30","4,347,771","22,567,375","5,325,841","11,221,856","818,000","3,704,751","87,258",
"12:35:35","4,348,312","22,570,263","5,326,781","11,210,545","818,197","3,705,296","87,277",
"12:35:40","4,348,791","22,580,624","5,327,723","11,208,936","818,421","3,706,284","87,299",
"12:35:45","4,349,479","22,580,968","5,328,698","11,219,763","818,614","3,706,760","87,317",
"12:35:50","4,350,421","22,571,586","5,329,961","11,205,789","818,795","3,707,322","87,339",
"12:35:55","4,351,414","22,570,102","5,331,431","11,209,129","819,022","3,708,196","87,362",
"12:36:00","4,351,999","22,571,249","5,332,448","11,209,732","819,203","3,708,732","87,377",
"12:36:05","4,352,554","22,572,779","5,333,369","11,212,652","819,365","3,709,312","87,393",
"12:36:10","4,353,121","22,572,972","5,334,301","11,214,645","819,498","3,709,658","87,406",
"12:36:15","4,353,879","22,571,369","5,335,341","11,206,344","819,655","3,710,218","87,421",
"12:36:20","4,354,510","22,565,653","5,336,453","11,220,000","819,846","3,711,021","87,442",
"12:36:25","4,355,076","22,558,931","5,337,438","11,222,436","820,060","3,711,716","87,459",
"12:36:30","4,355,945","22,565,169","5,338,716","11,218,818","820,250","3,712,159","87,476",
"12:36:35","4,356,576","22,580,160","5,339,720","11,213,940","820,402","3,712,570","87,491",
"12:36:40","4,357,262","22,574,924","5,340,804","11,217,217","820,581","3,713,058","87,503",
"12:36:45","4,358,143","22,572,410","5,342,053","11,214,812","820,855","3,713,730","87,522",
"12:36:50","4,358,854","22,578,346","5,343,131","11,223,756","821,015","3,714,323","87,536",
"12:36:55","4,359,886","22,573,400","5,344,377","11,223,864","821,311","3,715,289","87,559",
"12:37:00","4,360,708","22,576,232","5,345,503","11,220,074","821,514","3,715,677","87,574",
"12:37:05","4,361,577","22,577,792","5,346,693","11,220,215","821,686","3,716,040","87,586",
"12:37:10","4,362,584","22,580,607","5,347,926","11,218,502","821,945","3,717,757","87,610",
"12:37:15","4,363,104","22,584,042","5,348,757","11,223,034","822,148","3,718,785","87,626",
"12:37:20","4,363,831","22,590,238","5,349,859","11,227,197","822,382","3,719,315","87,645",
"12:37:25","4,364,645","22,587,576","5,351,323","11,224,909","822,610","3,720,038","87,673",
"12:37:30","4,365,306","22,598,848","5,352,394","11,224,150","822,861","3,720,684","87,701",
"12:37:35","4,366,052","22,595,023","5,353,597","11,227,062","823,055","3,721,106","87,720",
"12:37:40","4,366,974","22,588,140","5,354,855","11,233,571","823,212","3,721,575","87,733",
"12:37:45","4,367,977","22,586,031","5,356,458","11,224,925","823,399","3,722,153","87,746",
"12:37:50","4,368,616","22,598,129","5,357,342","11,231,467","823,577","3,723,068","87,760",
"12:37:55","4,369,856","22,602,510","5,358,834","11,220,049","823,779","3,723,780","87,780",
"12:38:00","4,370,428","22,595,845","5,359,736","11,228,088","824,006","3,724,496","87,799",
"12:38:05","4,371,114","22,592,398","5,360,930","11,244,574","824,204","3,724,937","87,816",
"12:38:10","4,371,678","22,596,238","5,361,947","11,233,701","824,425","3,725,792","87,836",
"12:38:15","4,372,844","22,579,754","5,363,518","11,243,185","824,613","3,727,236","87,862",
"12:38:20","4,373,753","22,582,895","5,364,711","11,230,370","824,784","3,727,693","87,880",
"12:38:25","4,374,334","22,587,306","5,365,754","11,253,908","824,945","3,728,466","87,895",
"12:38:30","4,375,252","22,593,114","5,367,217","11,246,480","825,108","3,729,869","87,906",
"12:38:35","4,375,844","22,587,965","5,368,288","11,234,832","825,328","3,730,678","87,928",
"12:38:40","4,376,552","22,586,376","5,369,453","11,231,786","825,507","3,731,526","87,944",
"12:38:45","4,377,253","22,584,789","5,370,528","11,240,448","825,687","3,732,001","87,958",
"12:38:50","4,377,904","22,587,173","5,371,582","11,246,495","825,845","3,732,971","87,970",
"12:38:55","4,378,641","22,591,889","5,372,791","11,252,202","826,126","3,733,996","87,993",
"12:39:00","4,379,219","22,584,656","5,373,856","11,248,680","826,291","3,734,455","88,005",
"12:39:05","4,379,760","22,595,427","5,374,815","11,255,010","826,456","3,734,993","88,026",
"12:39:10","4,380,197","22,594,062","5,375,672","11,253,010","826,662","3,735,593","88,045",
"12:39:15","4,380,793","22,596,007","5,376,604","11,248,808","826,837","3,736,049","88,057",
"12:39:20","4,381,308","22,554,601","5,377,517","11,231,074","827,040","3,736,528","88,083",
"12:39:25","4,382,622","22,599,924","5,379,226","11,224,876","827,233","3,737,557","88,098",
"12:39:30","4,383,151","22,606,239","5,380,173","11,236,327","827,402","3,738,397","88,111",
"12:39:35","4,383,699","22,585,476","5,381,219","11,241,948","827,575","3,739,538","88,125",
"12:39:40","4,384,333","22,600,122","5,382,251","11,234,151","827,784","3,740,104","88,140",
"12:39:45","4,384,684","22,601,179","5,383,030","11,253,592","827,957","3,740,538","88,156",
"12:39:50","4,385,427","22,609,207","5,384,023","11,244,538","828,107","3,741,503","88,167",
"12:39:55","4,386,050","22,606,477","5,384,981","11,244,223","828,273","3,742,014","88,181",
"12:40:00","4,386,681","22,606,287","5,385,976","11,244,581","828,459","3,742,465","88,196",
"12:40:05","4,387,326","22,591,880","5,386,975","11,247,723","828,649","3,743,040","88,210",
"12:40:10","4,387,848","22,595,880","5,387,972","11,242,847","828,847","3,744,053","88,231",
"12:40:15","4,388,609","22,606,911","5,389,178","11,257,243","829,078","3,744,892","88,250",
"12:40:20","4,389,663","22,602,564","5,390,681","11,245,339","829,263","3,745,407","88,264",
"12:40:25","4,390,704","22,600,341","5,392,058","11,251,239","829,461","3,746,555","88,284",
"12:40:30","4,391,605","22,595,029","5,393,357","11,262,077","829,705","3,747,565","88,307",
"12:40:35","4,392,235","22,599,783","5,394,399","11,253,093","829,886","3,748,685","88,323",
"12:40:40","4,393,320","22,602,154","5,396,018","11,251,298","830,093","3,749,257","88,343",
"12:40:45","4,394,268","22,618,707","5,397,531","11,251,019","830,244","3,749,872","88,356",
"12:40:50","4,395,060","22,608,313","5,398,768","11,250,099","830,477","3,750,662","88,375",
"12:40:55","4,395,573","22,612,860","5,399,636","11,252,620","830,652","3,751,621","88,391",
