"2019/02/15 Statistics of Order Book & Trade per 5 Seconds"
"Time","Acc. Bid Orders","Acc. Bid Volume","Acc. Ask Orders","Acc. Ask Volume","Acc. Transaction","Acc. Trade Volume","Acc. Trade Value (NT$M)",
"11:28:10","3,683,559","22,014,079","4,356,962","10,749,197","678,718","3,228,455","73,553",
"11:28:15","3,684,957","22,027,012","4,358,721","10,751,416","678,907","3,229,016","73,571",
"11:28:20","3,686,113","22,016,863","4,360,005","10,758,142","679,072","3,229,360","73,583",
"11:28:25","3,687,108","22,003,755","4,361,294","10,743,349","679,314","3,229,942","73,626",
"11:28:30","3,688,469","22,019,555","4,363,060","10,741,726","679,550","3,230,539","73,651",
"11:28:35","3,689,374","22,036,265","4,364,321","10,755,425","679,750","3,231,164","73,673",
"11:28:40","3,690,392","22,010,310","4,365,840","10,766,760","679,925","3,231,730","73,687",
"11:28:45","3,691,426","22,009,543","4,367,238","10,772,720","680,090","3,232,082","73,698",
"11:28:50","3,692,323","21,964,487","4,368,451","10,748,386","680,258","3,232,593","73,715",
"11:28:55","3,693,072","21,994,403","4,369,596","10,752,563","680,447","3,233,326","73,744",
"11:29:00","3,693,885","21,998,128","4,370,850","10,757,167","680,594","3,234,079","73,754",
"11:29:05","3,695,039","22,007,451","4,372,361","10,757,528","680,775","3,234,540","73,773",
"11:29:10","3,695,697","22,039,832","4,373,398","10,754,789","680,976","3,235,072","73,791",
"11:29:15","3,696,475","22,033,909","4,374,470","10,753,534","681,119","3,235,344","73,804",
"11:29:20","3,697,428","22,044,871","4,375,764","10,759,942","681,306","3,235,941","73,823",
"11:29:25","3,698,347","22,041,365","4,377,129","10,765,876","681,443","3,236,405","73,835",
"11:29:30","3,699,587","22,038,021","4,378,661","10,767,546","681,580","3,236,815","73,849",
"11:29:35","3,701,020","22,052,722","4,380,681","10,759,118","681,736","3,237,446","73,862",
"11:29:40","3,701,754","22,062,318","4,381,964","10,764,968","681,887","3,237,832","73,882",
"11:29:45","3,702,914","22,070,538","4,383,595","10,777,094","682,038","3,238,461","73,899",
"11:29:50","3,704,453","22,058,136","4,385,388","10,776,696","682,210","3,238,909","73,917",
"11:29:55","3,705,784","22,050,937","4,386,981","10,777,826","682,388","3,239,429","73,931",
"11:30:00","3,706,630","22,057,843","4,388,208","10,772,636","682,555","3,239,954","73,948",
"11:30:05","3,708,668","22,058,447","4,390,493","10,770,276","682,768","3,240,988","73,971",
"11:30:10","3,710,282","22,049,153","4,392,599","10,769,240","682,962","3,241,650","73,993",
"11:30:15","3,711,773","22,045,401","4,394,405","10,767,953","683,189","3,242,756","74,009",
"11:30:20","3,712,987","22,049,908","4,396,007","10,774,825","683,379","3,243,476","74,027",
"11:30:25","3,714,315","22,052,200","4,397,781","10,762,086","683,608","3,244,345","74,048",
"11:30:30","3,715,263","22,041,273","4,399,072","10,773,744","683,780","3,244,916","74,063",
"11:30:35","3,716,240","22,042,245","4,400,511","10,775,972","683,937","3,245,982","74,073",
"11:30:40","3,717,011","22,051,748","4,401,879","10,777,503","684,068","3,246,375","74,086",
"11:30:45","3,718,017","22,048,378","4,403,291","10,773,314","684,266","3,247,057","74,105",
"11:30:50","3,718,965","22,049,381","4,404,721","10,780,611","684,435","3,247,482","74,122",
"11:30:55","3,719,846","22,038,826","4,405,957","10,777,885","684,575","3,247,927","74,142",
"11:31:00","3,721,026","22,047,787","4,407,601","10,777,351","684,691","3,248,226","74,154",
"11:31:05","3,721,726","22,050,090","4,408,788","10,789,561","684,888","3,248,647","74,184",
"11:31:10","3,722,398","22,052,891","4,409,802","10,781,287","685,075","3,249,115","74,203",
"11:31:15","3,723,125","22,057,428","4,410,951","10,779,520","685,296","3,249,920","74,222",
"11:31:20","3,724,202","22,056,506","4,412,255","10,786,059","685,481","3,250,263","74,238",
"11:31:25","3,725,167","22,054,398","4,413,456","10,775,878","685,662","3,251,024","74,253",
"11:31:30","3,725,913","22,041,674","4,414,554","10,765,925","685,863","3,252,175","74,283",
"11:31:35","3,727,397","22,050,098","4,416,329","10,770,138","686,045","3,252,597","74,306",
"11:31:40","3,728,338","22,035,766","4,417,522","10,765,950","686,214","3,253,177","74,323",
"11:31:45","3,729,065","22,040,873","4,418,714","10,775,488","686,382","3,253,600","74,346",
"11:31:50","3,729,906","22,058,121","4,419,923","10,778,570","686,551","3,254,239","74,359",
"11:31:55","3,730,886","22,047,414","4,421,569","10,760,749","686,719","3,254,986","74,379",
"11:32:00","3,731,921","22,049,507","4,422,940","10,778,834","686,888","3,255,511","74,397",
"11:32:05","3,733,003","22,051,496","4,424,417","10,784,343","687,063","3,255,833","74,412",
"11:32:10","3,733,670","22,033,439","4,425,473","10,779,510","687,294","3,256,491","74,439",
"11:32:15","3,734,837","22,047,619","4,426,926","10,779,952","687,461","3,257,090","74,456",
"11:32:20","3,735,620","22,060,714","4,428,019","10,775,637","687,574","3,257,369","74,467",
"11:32:25","3,736,251","22,064,896","4,429,196","10,775,309","687,823","3,258,112","74,491",
"11:32:30","3,736,803","22,067,074","4,430,195","10,772,981","687,984","3,258,780","74,508",
"11:32:35","3,738,052","22,057,114","4,431,675","10,777,026","688,209","3,260,310","74,526",
"11:32:40","3,738,823","22,072,024","4,433,015","10,774,532","688,487","3,261,549","74,550",
"11:32:45","3,739,951","22,073,150","4,434,438","10,788,682","688,747","3,262,561","74,578",
"11:32:50","3,741,110","22,081,233","4,435,897","10,781,584","688,966","3,263,277","74,596",
"11:32:55","3,741,657","22,085,820","4,436,870","10,773,798","689,143","3,264,525","74,616",
"11:33:00","3,742,348","22,084,545","4,437,915","10,788,841","689,331","3,265,194","74,632",
"11:33:05","3,743,847","22,093,260","4,439,411","10,768,972","689,523","3,265,771","74,657",
"11:33:10","3,744,855","22,088,190","4,440,859","10,764,150","689,702","3,266,191","74,674",
"11:33:15","3,745,745","22,097,345","4,442,291","10,775,171","689,839","3,266,612","74,689",
"11:33:20","3,746,537","22,095,911","4,443,527","10,785,646","690,058","3,267,437","74,710",
"11:33:25","3,747,536","22,095,148","4,444,902","10,776,789","690,233","3,267,789","74,722",
"11:33:30","3,748,227","22,096,288","4,446,144","10,798,354","690,384","3,268,058","74,736",
"11:33:35","3,748,999","22,097,274","4,447,177","10,778,744","690,531","3,268,554","74,753",
"11:33:40","3,749,689","22,097,834","4,448,274","10,784,419","690,716","3,269,279","74,769",
"11:33:45","3,750,440","22,103,178","4,449,340","10,792,499","690,857","3,269,663","74,782",
"11:33:50","3,751,006","22,102,374","4,450,289","10,805,076","691,041","3,270,420","74,797",
"11:33:55","3,751,650","22,102,473","4,451,188","10,782,691","691,218","3,271,430","74,811",
"11:34:00","3,752,173","22,103,298","4,452,073","10,787,548","691,380","3,271,740","74,823",
"11:34:05","3,752,952","22,113,613","4,453,089","10,787,166","691,580","3,272,719","74,842",
"11:34:10","3,753,697","22,119,595","4,454,306","10,794,505","691,797","3,273,281","74,865",
"11:34:15","3,754,743","22,115,832","4,455,443","10,796,874","692,017","3,274,083","74,887",
"11:34:20","3,755,450","22,117,807","4,456,428","10,783,631","692,196","3,274,504","74,902",
"11:34:25","3,756,132","22,120,341","4,457,425","10,801,026","692,385","3,275,099","74,921",
"11:34:30","3,757,614","22,120,045","4,459,208","10,779,419","692,602","3,275,771","74,940",
"11:34:35","3,758,612","22,121,670","4,460,575","10,790,097","692,792","3,276,293","74,959",
"11:34:40","3,759,526","22,120,630","4,461,754","10,781,816","692,974","3,276,957","74,979",
"11:34:45","3,760,907","22,103,502","4,463,528","10,790,591","693,155","3,277,536","74,997",
"11:34:50","3,761,546","22,124,776","4,464,655","10,795,768","693,303","3,277,993","75,012",
"11:34:55","3,762,266","22,124,749","4,465,754","10,789,328","693,450","3,278,397","75,024",
"11:35:00","3,763,231","22,128,348","4,466,783","10,800,737","693,580","3,278,747","75,034",
"11:35:05","3,764,150","22,117,720","4,468,000","10,794,181","693,741","3,279,149","75,048",
"11:35:10","3,765,106","22,119,545","4,469,373","10,805,687","693,913","3,279,559","75,062",
"11:35:15","3,766,120","22,123,999","4,470,745","10,801,311","694,087","3,280,047","75,076",
"11:35:20","3,767,217","22,108,269","4,471,998","10,791,160","694,235","3,280,501","75,089",
"11:35:25","3,768,438","22,089,621","4,473,538","10,799,541","694,400","3,280,972","75,102",
"11:35:30","3,769,219","22,103,852","4,474,680","10,799,948","694,553","3,281,254","75,112",
"11:35:35","3,770,041","22,097,016","4,475,738","10,790,878","694,710","3,281,593","75,127",
"11:35:40","3,770,587","22,100,971","4,476,587","10,803,639","694,869","3,282,031","75,140",
"11:35:45","3,771,062","22,106,389","4,477,542","10,794,718","695,006","3,282,328","75,151",
"11:35:50","3,771,683","22,114,991","4,478,464","10,796,469","695,179","3,283,075","75,169",
"11:35:55","3,772,428","22,113,912","4,479,712","10,794,327","695,345","3,283,546","75,185",
"11:36:00","3,773,289","22,119,175","4,481,208","10,793,175","695,481","3,284,124","75,195",
"11:36:05","3,774,566","22,105,199","4,483,208","10,783,198","695,728","3,285,003","75,222",
"11:36:10","3,775,898","22,117,805","4,484,712","10,788,217","695,887","3,285,402","75,236",
"11:36:15","3,776,942","22,117,839","4,486,026","10,795,141","696,017","3,285,668","75,246",
"11:36:20","3,778,128","22,115,488","4,487,560","10,798,404","696,156","3,285,978","75,258",
"11:36:25","3,778,852","22,115,699","4,488,713","10,802,707","696,295","3,286,308","75,273",
"11:36:30","3,779,673","22,114,029","4,490,068","10,811,990","696,503","3,286,828","75,293",
"11:36:35","3,780,318","22,108,344","4,491,114","10,811,456","696,662","3,287,494","75,307",
"11:36:40","3,781,175","22,105,451","4,492,282","10,786,542","696,833","3,288,009","75,324",
"11:36:45","3,781,844","22,102,718","4,493,402","10,817,636","697,008","3,288,495","75,338",
"11:36:50","3,782,472","22,101,106","4,494,434","10,808,819","697,133","3,288,977","75,349",
"11:36:55","3,783,274","22,091,357","4,495,668","10,801,486","697,271","3,289,335","75,361",
"11:37:00","3,784,354","22,092,937","4,497,065","10,805,559","697,409","3,289,656","75,372",
"11:37:05","3,785,417","22,081,157","4,498,507","10,806,677","697,601","3,290,391","75,394",
"11:37:10","3,786,274","22,084,518","4,499,767","10,807,992","697,773","3,290,897","75,415",
"11:37:15","3,786,921","22,083,043","4,501,094","10,810,582","697,899","3,291,087","75,425",
"11:37:20","3,787,402","22,091,966","4,502,005","10,815,634","698,060","3,291,461","75,443",
"11:37:25","3,788,423","22,094,632","4,503,295","10,814,698","698,307","3,292,043","75,467",
"11:37:30","3,789,479","22,074,210","4,504,739","10,806,862","698,481","3,293,030","75,484",
"11:37:35","3,790,640","22,075,943","4,506,210","10,795,362","698,650","3,293,633","75,500",
"11:37:40","3,791,599","22,084,686","4,507,442","10,797,865","698,848","3,294,276","75,521",
"11:37:45","3,792,250","22,089,914","4,508,479","10,803,633","698,990","3,294,550","75,532",
"11:37:50","3,793,076","22,084,508","4,509,856","10,808,437","699,170","3,295,130","75,547",
"11:37:55","3,794,238","22,099,503","4,511,312","10,793,981","699,322","3,295,617","75,559",
"11:38:00","3,795,112","22,101,966","4,512,471","10,806,128","699,471","3,295,936","75,570",
"11:38:05","3,795,848","22,105,352","4,513,488","10,800,773","699,663","3,296,416","75,588",
"11:38:10","3,796,650","22,112,237","4,514,653","10,799,206","699,813","3,296,967","75,603",
"11:38:15","3,797,438","22,111,431","4,515,633","10,815,977","699,964","3,297,453","75,614",
"11:38:20","3,798,624","22,106,155","4,517,154","10,803,545","700,125","3,298,012","75,628",
"11:38:25","3,799,738","22,105,378","4,518,655","10,819,102","700,271","3,298,426","75,642",
"11:38:30","3,800,568","22,099,457","4,519,812","10,813,821","700,465","3,298,881","75,660",
"11:38:35","3,801,434","22,123,882","4,521,070","10,823,656","700,594","3,299,212","75,671",
"11:38:40","3,802,371","22,134,004","4,522,322","10,833,612","700,714","3,299,445","75,682",
"11:38:45","3,803,284","22,126,073","4,523,398","10,830,237","700,852","3,299,766","75,696",
"11:38:50","3,803,982","22,117,158","4,524,438","10,834,727","701,027","3,300,174","75,711",
"11:38:55","3,804,839","22,131,783","4,525,670","10,832,261","701,157","3,300,404","75,724",
"11:39:00","3,805,597","22,133,634","4,526,809","10,826,765","701,289","3,300,769","75,737",
"11:39:05","3,806,994","22,112,823","4,528,607","10,822,007","701,445","3,301,286","75,758",
"11:39:10","3,807,914","22,138,999","4,529,927","10,823,234","701,647","3,301,895","75,779",
"11:39:15","3,808,494","22,139,600","4,530,960","10,828,200","701,828","3,302,361","75,797",
"11:39:20","3,809,464","22,147,338","4,532,356","10,832,313","701,985","3,303,642","75,818",
"11:39:25","3,810,181","22,149,094","4,533,516","10,842,265","702,181","3,304,862","75,839",
"11:39:30","3,811,028","22,114,612","4,534,649","10,837,427","702,373","3,305,294","75,861",
"11:39:35","3,811,693","22,141,263","4,535,744","10,836,526","702,527","3,305,724","75,879",
"11:39:40","3,812,841","22,146,085","4,537,314","10,833,842","702,684","3,306,174","75,896",
"11:39:45","3,813,312","22,151,180","4,538,256","10,834,193","702,819","3,306,564","75,906",
"11:39:50","3,813,755","22,145,972","4,539,070","10,828,430","702,942","3,306,905","75,917",
"11:39:55","3,814,545","22,135,270","4,540,177","10,839,707","703,069","3,307,148","75,930",
"11:40:00","3,815,331","22,130,228","4,541,248","10,836,524","703,231","3,307,633","75,941",
"11:40:05","3,816,527","22,138,811","4,542,793","10,846,521","703,382","3,308,055","75,953",
"11:40:10","3,817,161","22,134,334","4,543,772","10,838,494","703,551","3,308,354","75,967",
"11:40:15","3,817,857","22,142,675","4,544,735","10,843,393","703,681","3,308,702","75,978",
"11:40:20","3,818,850","22,141,784","4,546,001","10,842,437","703,886","3,309,575","75,998",
"11:40:25","3,819,762","22,139,184","4,547,290","10,845,278","704,101","3,310,130","76,031",
"11:40:30","3,821,082","22,126,823","4,548,950","10,835,457","704,319","3,310,863","76,076",
"11:40:35","3,822,304","22,093,493","4,550,426","10,825,445","704,517","3,311,418","76,101",
"11:40:40","3,823,735","22,145,507","4,552,086","10,835,907","704,674","3,311,957","76,117",
"11:40:45","3,825,109","22,143,441","4,553,772","10,838,391","704,832","3,312,438","76,139",
"11:40:50","3,826,056","22,150,684","4,555,190","10,842,404","705,010","3,312,888","76,159",
"11:40:55","3,826,985","22,160,320","4,556,245","10,841,130","705,235","3,314,703","76,194",
"11:41:00","3,827,909","22,153,929","4,557,650","10,834,674","705,418","3,315,089","76,211",
"11:41:05","3,828,712","22,149,043","4,558,812","10,846,724","705,592","3,315,636","76,230",
"11:41:10","3,829,360","22,146,017","4,559,921","10,851,720","705,750","3,315,956","76,245",
"11:41:15","3,830,162","22,148,965","4,561,057","10,847,815","705,957","3,316,527","76,274",
"11:41:20","3,830,981","22,159,323","4,562,131","10,849,217","706,146","3,317,148","76,293",
"11:41:25","3,831,800","22,163,068","4,563,401","10,849,754","706,321","3,317,626","76,308",
"11:41:30","3,832,449","22,166,097","4,564,455","10,840,709","706,468","3,318,152","76,323",
"11:41:35","3,833,054","22,166,051","4,565,356","10,843,640","706,639","3,318,947","76,341",
"11:41:40","3,833,559","22,163,338","4,566,132","10,836,942","706,828","3,319,462","76,363",
"11:41:45","3,834,118","22,157,013","4,567,045","10,827,978","706,999","3,320,156","76,389",
"11:41:50","3,835,097","22,120,722","4,568,406","10,826,003","707,188","3,321,272","76,415",
"11:41:55","3,836,220","22,175,131","4,569,837","10,842,692","707,302","3,321,925","76,426",
"11:42:00","3,837,107","22,185,601","4,571,005","10,851,716","707,443","3,322,250","76,441",
"11:42:05","3,838,458","22,124,770","4,572,793","10,818,781","707,668","3,323,028","76,477",
"11:42:10","3,839,555","22,162,968","4,574,296","10,843,277","707,867","3,323,570","76,499",
"11:42:15","3,840,268","22,179,039","4,575,360","10,847,026","708,028","3,323,902","76,517",
"11:42:20","3,840,931","22,185,733","4,576,305","10,865,078","708,170","3,324,309","76,530",
"11:42:25","3,841,871","22,177,830","4,577,440","10,851,301","708,277","3,324,595","76,551",
"11:42:30","3,842,580","22,180,264","4,578,631","10,858,919","708,405","3,324,950","76,567",
"11:42:35","3,843,183","22,179,749","4,579,633","10,851,221","708,553","3,325,578","76,580",
"11:42:40","3,843,847","22,182,191","4,580,782","10,863,375","708,694","3,325,991","76,594",
"11:42:45","3,845,036","22,178,912","4,582,249","10,865,394","708,853","3,326,341","76,612",
"11:42:50","3,845,649","22,167,739","4,583,368","10,862,851","709,032","3,326,855","76,630",
"11:42:55","3,847,036","22,161,128","4,585,020","10,850,895","709,184","3,327,479","76,646",
"11:43:00","3,847,861","22,178,636","4,586,104","10,865,570","709,339","3,327,823","76,657",
"11:43:05","3,848,499","22,187,013","4,587,093","10,857,820","709,562","3,328,789","76,688",
"11:43:10","3,849,314","22,184,190","4,588,322","10,870,665","709,728","3,329,313","76,704",
"11:43:15","3,850,020","22,190,833","4,589,373","10,861,571","709,845","3,329,676","76,716",
"11:43:20","3,850,476","22,190,720","4,590,253","10,859,699","710,024","3,330,080","76,730",
